Hit List: Data Accesses External / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	  3	              4	            4	    <0.01	  <0.01	DB: Close RFCDOC	CL_DEST_ROOT==================CP	CL_DEST_ROOT==================CP
	  2	              4	            4	    <0.01	  <0.01	DB: Close MCHA	SAPLV01P	SAPLV01P
	  1	              4	            4	    <0.01	  <0.01	DB: Open NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  2	              4	            4	    <0.01	  <0.01	DB: Close IPRODUCT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  2	              4	            4	    <0.01	  <0.01	DB: Close /SYCLO/CA002T	/SYCLO/CB_CORE_PERS_CA002T====CP	/SYCLO/CB_CORE_PERS_CA002T====CP
	  1	              4	            4	    <0.01	  <0.01	DB: Open BUBAS_EVT_STORE	SAPLBUBAS_TOOLS	SAPLBUBAS_TOOLS
	  3	              4	            4	    <0.01	  <0.01	DB: Close RFCCHECK	CL_DEST_RFC_ABAP_PARENT=======CP	CL_DEST_RFC_ABAP_PARENT=======CP
	  2	              4	            4	    <0.01	  <0.01	DB: Close CKMLCR	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  2	              4	            4	    <0.01	  <0.01	DB: Close IPRDSUPPLYPLAN	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  2	              4	            4	    <0.01	  <0.01	DB: Close SWOR	SAPLCLSE	SAPLCLSE
	  1	              4	            4	    <0.01	  <0.01	DB: Fetch /SCMB/TOENTITY	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP
	  3	              4	            4	    <0.01	  <0.01	DB: Close /SYCLO/YCA002	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	              4	            4	    <0.01	  <0.01	DB: Close NRIV	SAPLSNR3	SAPLSNR3
	  1	              4	            4	    <0.01	  <0.01	DB: Open V_MARC_MD	SAPMM07M	SAPMM07M
	  1	              3	            3	    <0.01	  <0.01	DB: Open CKMLMV007A	SAPLCKMLMVUTIL	SAPLCKMLMVUTIL
	  1	              3	            3	    <0.01	  <0.01	DB: Fetch TADIR	CX_SADL_NO_DATA_FROM_DDIC=====CP	CX_SADL_NO_DATA_FROM_DDIC=====CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open CKMLKEV	SAPLMLCCS_CUSTOMIZING	SAPLMLCCS_CUSTOMIZING
	  1	              3	            3	    <0.01	  <0.01	DB: Fetch USOBX_C	/SCWM/R_INITIALSTOCKUPLOAD	/SCWM/R_INITIALSTOCKUPLOAD
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_CONSTANTPARAMETERSF	ZCL_ACC_DOC_CREATE_ACKNOW=====CP	ZCL_ACC_DOC_CREATE_ACKNOW=====CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_CONSTANTPARAMETERSF	ZCL_EXP_INV_OPEN_BIN_BTE======CP	ZCL_EXP_INV_OPEN_BIN_BTE======CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open /UTGFR/T_EXTLDCO	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open SABP_BEHV_HDLR_V	CL_ABAP_BEHV_EJOB=============CP	CL_ABAP_BEHV_EJOB=============CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open I_GRIRPROCESSTRANSTYPEDETN	CL_FINS_GRIR_TRANS_KEY========CP	CL_FINS_GRIR_TRANS_KEY========CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open FIN_CFIN_HIS_BCA	CL_FIN_CFIN_CPAY_BK_CLRG_ACCT=CP	CL_FIN_CFIN_CPAY_BK_CLRG_ACCT=CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open T001	CL_FIN_CFIN_CPAY_PAYT_CARD====CP	CL_FIN_CFIN_CPAY_PAYT_CARD====CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  1	              3	            3	    <0.01	  <0.01	DB: Open FLQACC_INFO_APP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open FQMC_ACTIVATION	CL_FCLM_FB2_TOOLS=============CP	CL_FCLM_FB2_TOOLS=============CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close /SMFND/C_DFA01	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open KSSK	SAPLCLSE	SAPLCLSE
	  2	              3	            3	    <0.01	  <0.01	DB: Close IPRODUCT	ZCL_OIL_MATERIAL_PROCESS======CP	ZCL_OIL_MATERIAL_PROCESS======CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open V_ML_ACDOC_EX_UL	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open SEOCLASSTX	SAPLSEOC	SAPLSEOC
	  1	              3	            3	    <0.01	  <0.01	DB: Open MLRUNLIST	SAPLFCML4H_UPD_MASTER	SAPLFCML4H_UPD_MASTER
	  1	              3	            3	    <0.01	  <0.01	DB: Open YI_PLANT_DETAIL	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_CONSTANTPARAMETERSF	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open MATDOC	SAPLFLOG_RETURN	SAPLFLOG_RETURN
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open YI_INVENTORYMOVEMENT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              3	            3	    <0.01	  <0.01	DB: Close CABNT	SAPLCLSE	SAPLCLSE
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_CONSTANTPARAMETERSF	ZCL_MAXIMO_RESVN_PROCESS======CP	ZCL_MAXIMO_RESVN_PROCESS======CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open /UTGFR/T_EXTCONF	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              3	            3	    <0.01	  <0.01	DB: Fetch USOBX_C	SAPFM07M	SAPFM07M
	  1	              3	            3	    <0.01	  <0.01	DB: Open AGR_USERS	SAPLCLPR	SAPLCLPR
	  1	              3	            3	    <0.01	  <0.01	DB: Close D1GEN	SAPLSBAL_DISPLAY_BASE	SAPLSBAL_DISPLAY_BASE
	  2	              3	            3	    <0.01	  <0.01	DB: Close DD02L	/SYCLO/SAPLUPD_CORE	/SYCLO/SAPLUPD_CORE
	  2	              3	            3	    <0.01	  <0.01	DB: Close /MERP/EWM_HU_EX	/SYCLO/CL_CORE_EX_HANDLER_BASECP	/SYCLO/CL_CORE_EX_HANDLER_BASECP
	  2	              3	            3	    <0.01	  <0.01	DB: Close /SYCLO/CA003D	/SYCLO/CB_CORE_PERS_CA003D====CP	/SYCLO/CB_CORE_PERS_CA003D====CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close /SYCLO/CA003M	/SYCLO/CB_CORE_PERS_CA003M====CP	/SYCLO/CB_CORE_PERS_CA003M====CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close /SYCLO/CA003	/SYCLO/CB_CORE_PERS_CA003=====CP	/SYCLO/CB_CORE_PERS_CA003=====CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close /SYCLO/CA002L	/SYCLO/CB_CORE_PERS_CA002L====CP	/SYCLO/CB_CORE_PERS_CA002L====CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close ZI_USR05	ZCL_MB_CHECK_LINE_LOGIC=======CP	ZCL_MB_CHECK_LINE_LOGIC=======CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close /SYCLO/CA002F	/SYCLO/CB_CORE_PERS_CA002F====CP	/SYCLO/CB_CORE_PERS_CA002F====CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close /SCWM/HUHDR	/MERP/SAPLEFI_UPD_WM	/MERP/SAPLEFI_UPD_WM
	  2	              3	            3	    <0.01	  <0.01	DB: Close IMMPOITEMAPI01	ZCL_MB_CHECK_LINE_SLED_LOGIC==CP	ZCL_MB_CHECK_LINE_SLED_LOGIC==CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              3	            3	    <0.01	  <0.01	DB: Fetch NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  2	              3	            3	    <0.01	  <0.01	DB: Close ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close MEAN	SAPLMG37	SAPLMG37
	  3	              3	            3	    <0.01	  <0.01	DB: Close RFCATTRIB	CL_DEST_ROOT==================CP	CL_DEST_ROOT==================CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              3	            3	    <0.01	  <0.01	DB: Close /SAPAPO/MATLWH	/SAPAPO/SAPLMAT_MASTER	/SAPAPO/SAPLMAT_MASTER
	  2	              3	            3	    <0.01	  <0.01	DB: Close YI_PLANT_NODETYPE_RESTRICTION	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close INOB	SAPLV01P	SAPLV01P
	  2	              3	            3	    <0.01	  <0.01	DB: Close OIB_DEF_INDEX_GM	SAPLOIB_QCI	SAPLOIB_QCI
	  2	              3	            3	    <0.01	  <0.01	DB: Close OIB_DEF_INDEX_GM	SAPLOIB_QCI	SAPLOIB_QCI
	  2	              3	            3	    <0.01	  <0.01	DB: Close OIB_DEFAULTS	SAPLOIB_QCI	SAPLOIB_QCI
	  1	              3	            3	    <0.01	  <0.01	DB: Open NSDM_V_MARC_DIFF	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close IPRODUCT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close ZI_CONSTANTPARAMETERSF	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	  1	              3	            3	    <0.01	  <0.01	DB: Fetch FLOG_SUPLRITEM	CL_IM_FLOG_SRV_GR_BADI========CP	CL_IM_FLOG_SRV_GR_BADI========CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open MCHBHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	              3	            3	    <0.01	  <0.01	DB: Open MCHBO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	              3	            3	    <0.01	  <0.01	DB: Open MARDHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  2	              3	            3	    <0.01	  <0.01	DB: Close USOBX_C	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              3	            3	    <0.01	  <0.01	DB: Open MARDO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  2	              3	            3	    <0.01	  <0.01	DB: Close V_MCHB_MD_PER	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close NSDM_V_MCHB_DIFF	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  1	              3	            3	    <0.01	  <0.01	DB: Close CKMLPP	CL_FML_SHORTLOCK_UTIL=========CP	CL_FML_SHORTLOCK_UTIL=========CP
	  2	              3	            3	    <0.01	  <0.01	DB: Close CKMLKEV	SAPLMLCCS_CUSTOMIZING	SAPLMLCCS_CUSTOMIZING
	  2	              3	            3	    <0.01	  <0.01	DB: Close ISEGO1	SAPLOIB_MM	SAPLOIB_MM
	  1	              3	            3	    <0.01	  <0.01	DB: Open V_MARC_MD	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close /OPT/CP_DEBUG	SAPLZFG_DUPAI_CTRL_FUNCTION	SAPLZFG_DUPAI_CTRL_FUNCTION
	  1	              2	            2	    <0.01	  <0.01	DB: Close ZI_CONSTANTPARAMETERSF	ZCL_EXP_INV_OPEN_BIN_BTE======CP	ZCL_EXP_INV_OPEN_BIN_BTE======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close ZI_CONSTANTPARAMETERSF	ZCL_ACC_DOC_CREATE_ACKNOW=====CP	ZCL_ACC_DOC_CREATE_ACKNOW=====CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close BKPF	SAPLF010	SAPLF010
	  1	              2	            2	    <0.01	  <0.01	DB: Close EVTB_PRODUCER	CL_RAP_EVENT_BINDING==========CP	CL_RAP_EVENT_BINDING==========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  1	              2	            2	    <0.01	  <0.01	DB: Close NRIV	SAPLSNR3	SAPLSNR3
	  1	              2	            2	    <0.01	  <0.01	DB: Close NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  1	              2	            2	    <0.01	  <0.01	DB: Close NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  1	              2	            2	    <0.01	  <0.01	DB: Close SWFDEVTYP	CL_SWF_EVT_TYPE_LINKAGE=======CP	CL_SWF_EVT_TYPE_LINKAGE=======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close AGR_USERS	SAPLCLPR	SAPLCLPR
	  1	              2	            2	    <0.01	  <0.01	DB: Close USR_ATTR_ID	CL_SUID_USER_ATTRIBUTES=======CP	CL_SUID_USER_ATTRIBUTES=======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close IUNITOFMEASURE	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close USATTRIDDEFDEF	CL_SUID_USER_ATTRIBUTES=======CP	CL_SUID_USER_ATTRIBUTES=======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close IPRODUCT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close REPOSRC	SAPLSBAL_DISPLAY_BASE	SAPLSBAL_DISPLAY_BASE
	  1	              2	            2	    <0.01	  <0.01	DB: Close YI_PLANT_DETAIL	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close T811FLAGS	SAPLKAIS	SAPLKAIS
	  1	              2	            2	    <0.01	  <0.01	DB: Close FCLM_BSEG_DELTA	CL_FCLM_FB2_TOOLS=============CP	CL_FCLM_FB2_TOOLS=============CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close FQMC_ACTIVATION	CL_FCLM_FB2_TOOLS=============CP	CL_FCLM_FB2_TOOLS=============CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close IMAINTPLNGBKT	CL_EAM_PROCMTMLST_INTEGRATION=CP	CL_EAM_PROCMTMLST_INTEGRATION=CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close SEOCLASSTX	SAPLSEOC	SAPLSEOC
	  1	              2	            2	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  1	              2	            2	    <0.01	  <0.01	DB: Close IJVVALDINVGRP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch USOBX_C	SAPFM07M	SAPFM07M
	  1	              2	            2	    <0.01	  <0.01	DB: Open ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              2	            2	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              2	            2	    <0.01	  <0.01	DB: Open ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close INDX	SAPLKEFT	SAPLKEFT
	  1	              2	            2	    <0.01	  <0.01	DB: Close /UTGFR/RS_FLAG	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch /SCWM/HUHDR	/SCWM/CL_HUID_SERVICE=========CP	/SCWM/CL_HUID_SERVICE=========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch USOBX_C	/SCWM/CL_BATCH_APPL===========CP	/SCWM/CL_BATCH_APPL===========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close ZDB_PSA_CCODE	ZCL_DERIVE_PSA_MAIN===========CP	ZCL_DERIVE_PSA_MAIN===========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch CABNT	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLHD	SAPLCKMS	SAPLCKMS
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLPR	SAPLCKMS	SAPLCKMS
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch USR_ATTR_ID	CL_SUID_USER_ATTRIBUTES=======CP	CL_SUID_USER_ATTRIBUTES=======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch T811FLAGS	SAPLKAIS	SAPLKAIS
	  1	              2	            2	    <0.01	  <0.01	DB: Close ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch BKPF	SAPLF010	SAPLF010
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch EKKO	SAPLME01	SAPLME01
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch VBHDR	SAPLFBUP	SAPLFBUP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch NSDM_V_MKPF	SAPMM07M	SAPMM07M
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch OIH30H	SAPFOIH3	SAPFOIH3
	  2	              2	            2	    <0.01	  <0.01	DB: Close SUSAGEMANAGEMENT	SAPLSUSAGE_LOGGING	SAPLSUSAGE_LOGGING
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLCR	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch ZDB_PSA_CCODE	ZCL_DERIVE_PSA_MAIN===========CP	ZCL_DERIVE_PSA_MAIN===========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close SUSAGE	SAPLSUSAGE_LOGGING	SAPLSUSAGE_LOGGING
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch CKMLO	SAPLFCML4H_PERIOD_LOCK	SAPLFCML4H_PERIOD_LOCK
	  1	              2	            2	    <0.01	  <0.01	DB: Close FLQACC_INFO_APP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch PROGDIR	SAPLFMR4	SAPLFMR4
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch SKB1	CL_FINS_EXTENDED_OI_MANAGEMENTCP	CL_FINS_EXTENDED_OI_MANAGEMENTCP
	  1	              2	            2	    <0.01	  <0.01	DB: Close OIH30H	SAPFOIH3	SAPFOIH3
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch IFICOMPANYCODE	ZCL_ASSIGN_SGTXT_TAXLINE======CP	ZCL_ASSIGN_SGTXT_TAXLINE======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close SKB1	CL_FINS_EXTENDED_OI_MANAGEMENTCP	CL_FINS_EXTENDED_OI_MANAGEMENTCP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch FLQACC_INFO_RT2	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch SUSAGE	SAPLSUSAGE_LOGGING	SAPLSUSAGE_LOGGING
	  1	              2	            2	    <0.01	  <0.01	DB: Close MARC	SAPMM07M	SAPMM07M
	  1	              2	            2	    <0.01	  <0.01	DB: Close PROGDIR	SAPLFMR4	SAPLFMR4
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLKEV	SAPLMLCCS_CUSTOMIZING	SAPLMLCCS_CUSTOMIZING
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch IJVVALDINVGRP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLPRKEPH	SAPLMLCCS_DBACCESS	SAPLMLCCS_DBACCESS
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLPRKEKO	SAPLMLCCS_DBACCESS	SAPLMLCCS_DBACCESS
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch ZI_PROCRULES	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLO	SAPLFCML4H_PERIOD_LOCK	SAPLFCML4H_PERIOD_LOCK
	  2	              2	            2	    <0.01	  <0.01	DB: Close T8J156X	SAPLGJAT	SAPLGJAT
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch T006A	SAPLCTCV	SAPLCTCV
	  1	              2	            2	    <0.01	  <0.01	DB: Close DD01L	SAPLSDDO	SAPLSDDO
	  1	              2	            2	    <0.01	  <0.01	DB: Close DD04T	RADBTDDF	RADBTDDF
	  1	              2	            2	    <0.01	  <0.01	DB: Close CABNT	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close DD12L	RADBTDDF	RADBTDDF
	  1	              2	            2	    <0.01	  <0.01	DB: Close DD02T	RADBTDDF	RADBTDDF
	  1	              2	            2	    <0.01	  <0.01	DB: Close DD02L	RADBTDDF	RADBTDDF
	  1	              2	            2	    <0.01	  <0.01	DB: Close TADIR	CX_SADL_NO_DATA_FROM_DDIC=====CP	CX_SADL_NO_DATA_FROM_DDIC=====CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close MARA	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close CAWNT	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close KSSK	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SAPAPO/MATKEY	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	              2	            2	    <0.01	  <0.01	DB: Close CABNZ	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close MCH1	CL_VB_BATCH_UTIL==============CP	CL_VB_BATCH_UTIL==============CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close MARA	SAPLMG21	SAPLMG21
	  1	              2	            2	    <0.01	  <0.01	DB: Close V_MBEWH_MD	SAPLMG27	SAPLMG27
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLPP	CL_FML_SHORTLOCK_UTIL=========CP	CL_FML_SHORTLOCK_UTIL=========CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close IPRODUCT	ZCL_VALIDATE_MATDOC===========CP	ZCL_VALIDATE_MATDOC===========CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close IPRDVALBASIC	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close INOB	SAPLCUOB	SAPLCUOB
	  2	              2	            2	    <0.01	  <0.01	DB: Close YI_ZERO_PRICE_MAINT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close KLAH	SAPLCLSE	SAPLCLSE
	  2	              2	            2	    <0.01	  <0.01	DB: Close ISEGO2	SAPLOIB_MM	SAPLOIB_MM
