Hit List: Data Accesses Internal / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	  1	             20	           20	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_BGRFC_CUSTOMIZE_OUTBOUND===CP	CL_BGRFC_CUSTOMIZE_OUTBOUND===CP
	 23	             20	           20	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  3	             20	           20	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLSDTO	SAPLSDTO
	  2	          3,534	           20	     0.04	  <0.01	Abap Sql MARCO1	SAPLOIB_MM	SAPLOIB_MM
	  3	             20	           20	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	SAPLSFES	SAPLSFES
	  8	             20	           20	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLITSR	SAPLITSR
	  4	             20	           20	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLSUGS	SAPLSUGS
	 49	             96	           20	    <0.01	  <0.01	Fetch V_EXT_IMP	CL_EXIT_MASTER================CP	CL_EXIT_MASTER================CP
	  4	             20	           20	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FQM_ACCOUNT_GENERATE=======CP	CL_FQM_ACCOUNT_GENERATE=======CP
	  1	             20	           20	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FIN_CFIN_CUST==============CP	CL_FIN_CFIN_CUST==============CP
	  2	             23	           20	    <0.01	  <0.01	Close Cursor ISEGO1	SAPLOIB_MM	SAPLOIB_MM
	  1	             19	           19	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  4	             19	           19	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	 12	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_IM_BADI_JVA_MBGB===========CP	CL_IM_BADI_JVA_MBGB===========CP
	  2	             19	           19	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  5	             19	           19	    <0.01	  <0.01	Import From Memory %_KYK_ACTIVE S	SAPMSSYD	SAPMSSYD
	  4	             19	           19	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	/QTYW/SAPLTOOLS_INTEGRATION	/QTYW/SAPLTOOLS_INTEGRATION
	  7	             19	           19	    <0.01	  <0.01	Import From Shared Buffer 801YYDSH_SHM_UPGINFO	RADSHUPGRADE	RADSHUPGRADE
	  1	             19	           19	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_OVS_CUSTOMIZING============CP	CL_OVS_CUSTOMIZING============CP
	  3	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLSMOD	SAPLSMOD
	  3	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_DEST_UTILITY===============CP	CL_DEST_UTILITY===============CP
	  1	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLMBMV	SAPLMBMV
	  3	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/NFM/SAPLSELECTS	/NFM/SAPLSELECTS
	  4	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLCKML	SAPLCKML
	  4	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPFOIH2	SAPFOIH2
	 16	             90	           19	    <0.01	  <0.01	Select Single V_EXT_ACT	CL_EXIT_MASTER================CP	CL_EXIT_MASTER================CP
	 11	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLRWCL	SAPLRWCL
	  1	             19	           19	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  3	             19	           19	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_ABAP_DYN_PRG===============CP	CL_ABAP_DYN_PRG===============CP
	 17	             19	           19	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLZFG_TAX_GL	SAPLZFG_TAX_GL
	  5	          3,601	           19	     0.05	  <0.01	Fetch V_MBEW_MD	/SCWM/CL_ERP_PI_S4============CP	/SCWM/CL_ERP_PI_S4============CP
	 32	             88	           19	    <0.01	  <0.01	Select Single OIB_CONV_RDGRP	/QTYW/SAPLRANGES	/QTYW/SAPLRANGES
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  8	             18	           18	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  4	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPFM07M	SAPFM07M
	 63	             48	           18	    <0.01	  <0.01	Fetch TOLE	SAPLOLEA	SAPLOLEA
	  3	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLITSR	SAPLITSR
	  1	             25	           18	    <0.01	  <0.01	Open Cursor /SYCLO/CA000ST	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  3	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLSIPT_SIGN_FI	SAPLSIPT_SIGN_FI
	 17	             18	           18	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLSDEX	SAPLSDEX
	  4	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLMBMV	SAPLMBMV
	  3	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLSDOC	SAPLSDOC
	  4	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABLP GET	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FML_CURTP_ML===============CP	CL_FML_CURTP_ML===============CP
	  6	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLRKSR	SAPLRKSR
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLMCBR	SAPLMCBR
	  1	             18	           18	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPMM07M	SAPMM07M
	  4	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLMATL	SAPLMATL
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	 32	            271	           18	    <0.01	  <0.01	Abap Sql OIB04	SAPLOIB_QCI	SAPLOIB_QCI
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLF032	SAPLF032
	  1	             18	           18	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	/QTYW/SAPLRANGES	/QTYW/SAPLRANGES
	 11	             23	           18	    <0.01	  <0.01	Fetch CRMC_IT_COPY_IF	CL_CRMS4_CO_SRV_CUST_READ=====CP	CL_CRMS4_CO_SRV_CUST_READ=====CP
	  2	             18	           18	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLFIN_FLAGS	SAPLFIN_FLAGS
	  1	          1,013	           18	     0.01	  <0.01	Select Single FTG_ATTRIBUTE	CL_FTG========================CP	CL_FTG========================CP
	  5	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLGUPD	SAPLGUPD
	 43	            102	           17	    <0.01	  <0.01	Select Single TBE11	CONTEXT_X_SP_INFO	CONTEXT_X_SP_INFO
	  3	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABLP GET	CL_FINS_CURR_VAL_ACCESS_CVPROFCP	CL_FINS_CURR_VAL_ACCESS_CVPROFCP
	  6	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FINCS_ACCTG_INTEG_READER===CP	CL_FINCS_ACCTG_INTEG_READER===CP
	  4	             17	           17	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLMBMV	SAPLMBMV
	  2	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLMBMV	SAPLMBMV
	  1	             17	           17	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FML_CUST_VALIDATIONS=======CP	CL_FML_CUST_VALIDATIONS=======CP
	  2	             17	           17	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	 22	             18	           17	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  2	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SCWM/CL_HU_PACKING===========CP	/SCWM/CL_HU_PACKING===========CP
	  1	             17	           17	    <0.01	  <0.01	Import From Memory BAPI_GOODSMVT_CREATE_OIL	SAPLBSVA	SAPLBSVA
	  5	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLGORG	SAPLGORG
	  7	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLMBWL	SAPLMBWL
	  1	             17	           17	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLFACS	SAPLFACS
	 17	             17	           17	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  5	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FQM_GLACCOUNT_DAO==========CP	CL_FQM_GLACCOUNT_DAO==========CP
	  4	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLMBMV	SAPLMBMV
	  2	             17	           17	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FML_CKMLCT=================CP	CL_FML_CKMLCT=================CP
	  2	             17	           17	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	J_3RF_RATE_CALC	J_3RF_RATE_CALC
	  4	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPMM07M	SAPMM07M
	  1	             17	           17	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_VALUTYP===============CP	CL_FINS_VALUTYP===============CP
	  1	             17	           17	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLMBMV	SAPLMBMV
	  1	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLSFES	SAPLSFES
	 40	             76	           16	    <0.01	  <0.01	Select Single CRMC_ITEM_TYPE	SAPLCRM_ORDER_CB	SAPLCRM_ORDER_CB
	 17	             16	           16	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_MIGO_BADI_HT_MODIFY=======CP	ZCL_MIGO_BADI_HT_MODIFY=======CP
	  4	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FINS_SIS_CUST==============CP	CL_FINS_SIS_CUST==============CP
	  3	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLSDTO	SAPLSDTO
	  2	             16	           16	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FQM_ACCOUNT_GENERATE=======CP	CL_FQM_ACCOUNT_GENERATE=======CP
	  2	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SYCLO/SAPLUPD_CORE	/SYCLO/SAPLUPD_CORE
	  5	             16	           16	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	             16	           16	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLISOC	SAPLISOC
	 14	             16	           16	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  2	             16	           16	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	             16	           16	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLFAGL_LEDGER	SAPLFAGL_LEDGER
	  2	             16	           16	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_BUS_TRANS_TYPE_DB=====CP	CL_FINS_BUS_TRANS_TYPE_DB=====CP
	  2	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_ISSR_IF_SERVICES_FISL======CP	CL_ISSR_IF_SERVICES_FISL======CP
	  4	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FQM_ACCOUNT_GENERATE=======CP	CL_FQM_ACCOUNT_GENERATE=======CP
	  2	            110	           16	    <0.01	  <0.01	Fetch I_PRODUCTPLANTBASIC	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	  9	             16	           16	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLPC32	SAPLPC32
	  3	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FML_TOGGLE=================CP	CL_FML_TOGGLE=================CP
	 17	             16	           16	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  2	             16	           16	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	/SYCLO/CL_CORE_EXCH_SERV======CP	/SYCLO/CL_CORE_EXCH_SERV======CP
	  3	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FLE_BADI_TOPIC_AFLE========CP	CL_FLE_BADI_TOPIC_AFLE========CP
	  7	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLR3_EXTENSION_SWITCH	SAPLR3_EXTENSION_SWITCH
	  1	             16	           16	    <0.01	  <0.01	DB Buffer: Get TABLP GET	CL_GUI_FRONTEND_SERVICES======CP	CL_GUI_FRONTEND_SERVICES======CP
	 17	             15	           15	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLSDEX	SAPLSDEX
	  3	             15	           15	    <0.01	  <0.01	Import From Shared Buffer %L020D81DD21251FE1A3A00A058B67C4A1 S	CL_GUI_PROPS_CONSUMER=========CP	CL_GUI_PROPS_CONSUMER=========CP
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLKIKA	SAPLKIKA
	  1	             15	           15	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_UNIQUE_CVTYP==========CP	CL_FINS_UNIQUE_CVTYP==========CP
	  5	             15	           15	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  5	             15	           15	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	             15	           15	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPFOIH2	SAPFOIH2
	 10	             15	           15	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FML_ERD_SETTINGS===========CP	CL_FML_ERD_SETTINGS===========CP
	  4	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	SAPLCTMS	SAPLCTMS
	 19	             78	           15	    <0.01	  <0.01	Select Single T006	SAPLSCV0	SAPLSCV0
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SCWM/CL_AF_MATERIAL_BASE_S4==CP	/SCWM/CL_AF_MATERIAL_BASE_S4==CP
	 17	             15	           15	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_EXP_INV_OPEN_BIN_BTE======CP	ZCL_EXP_INV_OPEN_BIN_BTE======CP
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLSNR3	SAPLSNR3
	  3	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLSCUN	SAPLSCUN
	  3	             72	           15	    <0.01	  <0.01	Select Single T002	SAPLLANG	SAPLLANG
	  5	             15	           15	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLOIB_QCI	SAPLOIB_QCI
	  1	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_CLS_S4_CONV_SETTINGS=======CP	CL_CLS_S4_CONV_SETTINGS=======CP
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLPRGN_UTILITIES	SAPLPRGN_UTILITIES
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	 33	             63	           15	    <0.01	  <0.01	Select Single CRMC_SALES_ITEM	CL_CRMS4_CO_SRV_CUST_READ=====CP	CL_CRMS4_CO_SRV_CUST_READ=====CP
	  4	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLSCV0	SAPLSCV0
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	             15	           15	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/SCDL/CL_BO_MANAGEMENT========CP	/SCDL/CL_BO_MANAGEMENT========CP
	  5	             15	           15	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLRWCL	SAPLRWCL
	  2	             15	           15	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	          1,699	           15	     0.02	  <0.01	Fetch YI_ZERO_PRICE_MAINT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	             16	           15	    <0.01	  <0.01	Close Cursor V_MARC_MD	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  8	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLQAAT	SAPLQAAT
	  4	             59	           14	    <0.01	  <0.01	Fetch OIB_DEF_INDEX_GM	SAPLOIB_QCI	SAPLOIB_QCI
	  9	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_PAK_INACTIVE_EXT_PACKAGES==CP	CL_PAK_INACTIVE_EXT_PACKAGES==CP
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  4	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/SCMB/CL_AF_FACTORY===========CP	/SCMB/CL_AF_FACTORY===========CP
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FIN_RE_LOG_FACTORY=========CP	CL_FIN_RE_LOG_FACTORY=========CP
	  4	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLCKMS	SAPLCKMS
	  1	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLGLIN	SAPLGLIN
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLFACS	SAPLFACS
	 22	             15	           14	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	 18	             94	           14	    <0.01	  <0.01	Select Single SKA1	SAPLFACS	SAPLFACS
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLOI0_BAPI_GOODS_MOVEMENT	SAPLOI0_BAPI_GOODS_MOVEMENT
	  1	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	CL_MMIM_MB_DOC_RAISE_A2A======CP	CL_MMIM_MB_DOC_RAISE_A2A======CP
	  1	             14	           14	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLOIB_QCI	SAPLOIB_QCI
	  9	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FML_CURTP_ML===============CP	CL_FML_CURTP_ML===============CP
	  6	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_CRMS4_CO_SRV_CUST_READ=====CP	CL_CRMS4_CO_SRV_CUST_READ=====CP
	  1	             14	           14	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_TRR_CUST_VIEW_BUFFER==CP	CL_FINS_TRR_CUST_VIEW_BUFFER==CP
	  4	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  3	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLGJVA	SAPLGJVA
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	/SYCLO/CL_CORE_BADI_EXCH_SERV=CP	/SYCLO/CL_CORE_BADI_EXCH_SERV=CP
	  4	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLEINR	SAPLEINR
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLZFG_TAX_GL	SAPLZFG_TAX_GL
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_CO_MSG=====================CP	CL_CO_MSG=====================CP
	  3	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLTAX1	SAPLTAX1
	  3	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLITSR	SAPLITSR
	  7	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FINS_SIF_SERVICES==========CP	CL_FINS_SIF_SERVICES==========CP
	  3	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLSBAL_CNTL	SAPLSBAL_CNTL
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	             14	           14	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/SCDL/CL_BO_MANAGEMENT========CP	/SCDL/CL_BO_MANAGEMENT========CP
	  1	             14	           14	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/IDT/INFORMATION_DESK=========CP	/IDT/INFORMATION_DESK=========CP
	 17	             14	           14	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_ACC_DOC_CREATE_ACKNOW=====CP	ZCL_ACC_DOC_CREATE_ACKNOW=====CP
	  4	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	CL_BGMC_PROCESS_BGRFC=========CP	CL_BGMC_PROCESS_BGRFC=========CP
	 23	            103	           14	    <0.01	  <0.01	Select Single T001W	/SAPSLL/CL_MM_CLS_SERVICE=====CP	/SAPSLL/CL_MM_CLS_SERVICE=====CP
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	SAPLCTMS	SAPLCTMS
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FLOG_DB_READ===============CP	CL_FLOG_DB_READ===============CP
	  4	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPFOIH2	SAPFOIH2
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	             19	           14	    <0.01	  <0.01	Import From Shared Buffer %L020D81DD21251FE1A3A00A058B67C4A1 S	CL_GUI_PROPS_CONSUMER=========CP	CL_GUI_PROPS_CONSUMER=========CP
	  2	             14	           14	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	             14	           14	    <0.01	  <0.01	Import From Shared Buffer 801IBSP_INFO 0000040002000000000	CONTEXT_X_SP_INFO	CONTEXT_X_SP_INFO
	  3	             14	           14	    <0.01	  <0.01	DB Buffer: Get TABLP GET	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
