Hit List: Data Accesses Internal / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	  4	             10	            3	    <0.01	  <0.01	Open Cursor T882G	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  5	             18	            3	    <0.01	  <0.01	Select Single TTYP	SAPLRWCL	SAPLRWCL
	  3	             14	            3	    <0.01	  <0.01	Select Single GB31C	SAPLGBL5	SAPLGBL5
	  1	             14	            3	    <0.01	  <0.01	Open Cursor FMLV_LOGISTIC_CURRENCY	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	             17	            3	    <0.01	  <0.01	Abap Sql /SCWM/T331	/SCWM/CL_AF_CORE_CUST=========CP	/SCWM/CL_AF_CORE_CUST=========CP
	  2	            138	            3	    <0.01	  <0.01	Abap Sql SXS_INTER	CL_EXITHANDLER================CP	CL_EXITHANDLER================CP
	  3	              9	            3	    <0.01	  <0.01	Select Single TVAP	SAPLCRM_ORDER_CB	SAPLCRM_ORDER_CB
	  2	          3,131	            3	     0.04	  <0.01	Abap Sql I_PRODUCT	ZCL_VALIDATE_MATDOC===========CP	ZCL_VALIDATE_MATDOC===========CP
	  2	          3,061	            3	     0.04	  <0.01	Abap Sql MARM	SAPLMG25	SAPLMG25
	  2	          3,031	            3	     0.04	  <0.01	Abap Sql YI_PLANT_NODETYPE_RESTRICTION	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  3	          2,971	            3	     0.04	  <0.01	Abap Sql DD01T	RADBTDDF	RADBTDDF
	  5	             10	            3	    <0.01	  <0.01	Fetch M	CL_FML_CURTP_ML===============CP	CL_FML_CURTP_ML===============CP
	  1	          2,865	            3	     0.04	  <0.01	Abap Sql V_ML_ACDOC_EX_UL_DDL	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  2	          2,861	            3	     0.04	  <0.01	Abap Sql /SCDL/DB_PROCH_I	/MERP/CL_EWM_DLV_EX_HNDLR=====CP	/MERP/CL_EWM_DLV_EX_HNDLR=====CP
	  1	          1,885	            3	     0.02	  <0.01	Abap Sql MATDOC	SAPLFLOG_RETURN	SAPLFLOG_RETURN
	  2	          2,858	            3	     0.04	  <0.01	Abap Sql /SYCLO/CA002F	/SYCLO/CB_CORE_PERS_CA002F====CP	/SYCLO/CB_CORE_PERS_CA002F====CP
	  2	              9	            3	    <0.01	  <0.01	Select Single TJ02	SAPLCRMBSVA	SAPLCRMBSVA
	  2	          2,847	            3	     0.04	  <0.01	Abap Sql MARA	/SCWM/CL_AF_MATERIAL_BASE_S4==CP	/SCWM/CL_AF_MATERIAL_BASE_S4==CP
	  8	              9	            3	    <0.01	  <0.01	Close Cursor TPS32	SAPLITSR	SAPLITSR
	  1	          2,059	            3	     0.03	  <0.01	Abap Sql BUBAS_EVT_STORE	SAPLBUBAS_TOOLS	SAPLBUBAS_TOOLS
	  4	          2,601	            3	     0.03	  <0.01	Abap Sql /SYCLO/MDW00	/SMFND/CL_CORE_EXOBJ_TOOLS====CP	/SMFND/CL_CORE_EXOBJ_TOOLS====CP
	  3	              9	            3	    <0.01	  <0.01	Select Single TADIR	CL_PAK_PACKAGE_QUERIES========CP	CL_PAK_PACKAGE_QUERIES========CP
	  1	          2,118	            3	     0.03	  <0.01	Abap Sql V_MARD_MD	CL_NSDM_SELECT_MARD===========CP	CL_NSDM_SELECT_MARD===========CP
	  2	          2,530	            3	     0.03	  <0.01	Abap Sql /SMFND/YC_DFA01	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP
	  2	              9	            3	    <0.01	  <0.01	Select Single TDWOD	SAPLCVOB	SAPLCVOB
	  2	          2,476	            3	     0.03	  <0.01	Abap Sql ISEGO2	SAPLOIB_MM	SAPLOIB_MM
	  1	              9	            3	    <0.01	  <0.01	Open Cursor SWFDEVTYP	CL_SWF_EVT_EVENT_MANAGER======CP	CL_SWF_EVT_EVENT_MANAGER======CP
	  1	              9	            3	    <0.01	  <0.01	Open Cursor FINSC_LD_CMP	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	          2,472	            3	     0.03	  <0.01	Abap Sql MAKT	SAPLMG23	SAPLMG23
	  2	          2,426	            3	     0.03	  <0.01	Abap Sql I_PURCHASEORDERITEMAPI01	ZCL_MB_CHECK_LINE_SLED_LOGIC==CP	ZCL_MB_CHECK_LINE_SLED_LOGIC==CP
	  2	          2,421	            3	     0.03	  <0.01	Abap Sql OIB_DEFAULTS	SAPLOIB_QCI	SAPLOIB_QCI
	  2	              9	            3	    <0.01	  <0.01	Open Cursor TCURF	SAPLSCUN	SAPLSCUN
	  2	          5,855	            3	     0.07	  <0.01	Abap Sql T001	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	            275	            3	    <0.01	  <0.01	Fetch /LIME/NSERIAL	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  2	          6,189	            3	     0.08	  <0.01	Abap Sql I_PRODUCTPLANTBASIC	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	  3	          3,567	            3	     0.05	  <0.01	Abap Sql /SAPAPO/MATGROUP	/SCWM/CL_AF_MATERIAL_BASE_S4==CP	/SCWM/CL_AF_MATERIAL_BASE_S4==CP
	  1	            474	            3	     0.01	  <0.01	Fetch I_GRIRPROCESSTRANSTYPEDETN	CL_FINS_GRIR_TRANS_KEY========CP	CL_FINS_GRIR_TRANS_KEY========CP
	  1	            585	            3	     0.01	  <0.01	Fetch KSSK	SAPLCLSE	SAPLCLSE
	  1	              9	            3	    <0.01	  <0.01	Select Single T001	SAPLGJVI_FAGL	SAPLGJVI_FAGL
	  1	            811	            3	     0.01	  <0.01	Fetch NSDM_E_MARC_DIFF	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  3	             11	            3	    <0.01	  <0.01	Fetch T001	SAPLGJVA	SAPLGJVA
	  1	          1,052	            3	     0.01	  <0.01	Fetch /SYCLO/CA000ST	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  2	          1,024	            3	     0.01	  <0.01	Fetch /SYCLO/YCA002L	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  5	              6	            3	    <0.01	  <0.01	Fetch T881	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  4	              7	            3	    <0.01	  <0.01	Fetch T001B	SAPLFACS	SAPLFACS
	  2	              2	            2	    <0.01	  <0.01	Import From Memory ALV_RUNTIME_INFO	CL_SALV_BS_RUNTIME_INFO=======CP	CL_SALV_BS_RUNTIME_INFO=======CP
	  1	              2	            2	    <0.01	  <0.01	Open Cursor DD02T	RADBTDDF	RADBTDDF
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_RAP_EVENT_BINDING==========CP	CL_RAP_EVENT_BINDING==========CP
	  1	              4	            2	    <0.01	  <0.01	Fetch TKEEXITS	SAPLKEEXITS	SAPLKEEXITS
	  1	              4	            2	    <0.01	  <0.01	Fetch TKA01	CL_FINS_ACDOC_VALUATION_EXTRA=CP	CL_FINS_ACDOC_VALUATION_EXTRA=CP
	  1	             11	            2	    <0.01	  <0.01	Select Single TMCNV	CL_MATNR_CHK_MAPPER===========CP	CL_MATNR_CHK_MAPPER===========CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLGUPDCORE	SAPLGUPDCORE
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	J_3RF_RATE_CALC	J_3RF_RATE_CALC
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FCO_LEDGER_CUST_INFO=======CP	CL_FCO_LEDGER_CUST_INFO=======CP
	  3	             11	            2	    <0.01	  <0.01	Select Single TKA09	SAPLRKSR	SAPLRKSR
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FIRU_OFFSET_DETERMINATION==CP	CL_FIRU_OFFSET_DETERMINATION==CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	/SCWM/CL_EWM_TIMBUSTR=========CP	/SCWM/CL_EWM_TIMBUSTR=========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	SAPLV01D	SAPLV01D
	  1	              2	            2	    <0.01	  <0.01	Open Cursor DD04L	RADBTDDF	RADBTDDF
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_BEH_RAP_EVENT_CONSUMER=====CP	CL_BEH_RAP_EVENT_CONSUMER=====CP
	  1	              2	            2	    <0.01	  <0.01	Open Cursor DD04T	RADBTDDF	RADBTDDF
	  1	              2	            2	    <0.01	  <0.01	Open Cursor DD01L	SAPLSDDO	SAPLSDDO
	  2	              2	            2	    <0.01	  <0.01	Import From Memory ALV_EXTRACT_MODE	CL_GUI_ALV_GRID===============CP	CL_GUI_ALV_GRID===============CP
	  1	             11	            2	    <0.01	  <0.01	Select Single /SYCLO/CA000	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              4	            2	    <0.01	  <0.01	Select Single /SCWM/TIMBWACAT	/SCWM/CL_ERP_TIMBWA===========CP	/SCWM/CL_ERP_TIMBWA===========CP
	  1	             11	            2	    <0.01	  <0.01	Open Cursor UST12	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLOIB_MM	SAPLOIB_MM
	  1	              4	            2	    <0.01	  <0.01	Select Single BGRFC_MAIN_I_DST	CL_BGRFC_DEST_HELPER==========CP	CL_BGRFC_DEST_HELPER==========CP
	  3	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_ACDOC_SUMMARIZATION===CP	CL_FINS_ACDOC_SUMMARIZATION===CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_OVS_CUSTOMIZING============CP	CL_OVS_CUSTOMIZING============CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/SCWM/CL_ERP_GM_MAPOUT========CP	/SCWM/CL_ERP_GM_MAPOUT========CP
	  3	             11	            2	    <0.01	  <0.01	Select Single T134H	SAPLMAKF	SAPLMAKF
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/SCWM/CL_ERP_TIMBWA===========CP	/SCWM/CL_ERP_TIMBWA===========CP
	  2	              2	            2	    <0.01	  <0.01	Open Cursor /SYCLO/CA002T	/SYCLO/CB_CORE_PERS_CA002T====CP	/SYCLO/CB_CORE_PERS_CA002T====CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_OVS_CUSTOMIZING============CP	CL_OVS_CUSTOMIZING============CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLOIB_QCI	SAPLOIB_QCI
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  3	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_SWF_EVT_EVENT_MANAGER======CP	CL_SWF_EVT_EVENT_MANAGER======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SCWM/SAPLHUFUNC_BASIC	/SCWM/SAPLHUFUNC_BASIC
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/SCWM/CL_AF_CORE_CUST=========CP	/SCWM/CL_AF_CORE_CUST=========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLMQCI_COMMON	/QTYW/SAPLMQCI_COMMON
	  1	              2	            2	    <0.01	  <0.01	Fetch TBE32	SAPLITSR	SAPLITSR
	  2	             11	            2	    <0.01	  <0.01	Select Single T001W	SAPLMATL	SAPLMATL
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SCWM/SAPLMATERIAL_READ	/SCWM/SAPLMATERIAL_READ
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SCMB/SAPLMDL_PRODUCT	/SCMB/SAPLMDL_PRODUCT
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/SAPAPO/SAPLCONFR	/SAPAPO/SAPLCONFR
	  1	              2	            2	    <0.01	  <0.01	Fetch FINS_XRR_CNTRL	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  2	              2	            2	    <0.01	  <0.01	Import From Memory DDTestPropertiesTestId	CL_DD_TESTPROPERTIES_ABS======CP	CL_DD_TESTPROPERTIES_ABS======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLD1250_04	/QTYW/SAPLD1250_04
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_TRR_CUST_VIEW_BUFFER==CP	CL_FINS_TRR_CUST_VIEW_BUFFER==CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	/SCDL/CL_REFERENCE============CP	/SCDL/CL_REFERENCE============CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  4	              4	            2	    <0.01	  <0.01	Fetch FINSC_LD_CMP	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	/SCWM/CL_STOCK_ID=============CP	/SCWM/CL_STOCK_ID=============CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLMQCI_DATA_SERVICES	/QTYW/SAPLMQCI_DATA_SERVICES
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLMQCI	/QTYW/SAPLMQCI
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLTOOLS	/QTYW/SAPLTOOLS
	  8	             11	            2	    <0.01	  <0.01	Close Cursor TPS31	SAPLITSR	SAPLITSR
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_CUST_CHECK_UTIL=======CP	CL_FINS_CUST_CHECK_UTIL=======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLTOOLS	/QTYW/SAPLTOOLS
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLMQCI_DATA_SERVICES	/QTYW/SAPLMQCI_DATA_SERVICES
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/QTYW/SAPLRANGES	/QTYW/SAPLRANGES
	  2	             11	            2	    <0.01	  <0.01	Abap Sql OIH01A	SAPFOIH2_A	SAPFOIH2_A
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLOIB_QCI	SAPLOIB_QCI
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLMBWL	SAPLMBWL
	  1	              4	            2	    <0.01	  <0.01	Select Single T001	SAPLFACSCORE	SAPLFACSCORE
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLRWCL	SAPLRWCL
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FIN_CFIN_COGS_SPLIT========CP	CL_FIN_CFIN_COGS_SPLIT========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_CIT_CLASSIFICATION=========CP	CL_CIT_CLASSIFICATION=========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	SAPLBUPA_SELECT	SAPLBUPA_SELECT
	  1	              4	            2	    <0.01	  <0.01	Fetch FMLV_LOGISTIC_CURRENCY	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  2	              2	            2	    <0.01	  <0.01	Import From Memory ALV_EXTRACT_MODE	CL_GUI_ALV_GRID===============CP	CL_GUI_ALV_GRID===============CP
	  4	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH	SAPLCTMS	SAPLCTMS
	  1	             11	            2	    <0.01	  <0.01	Abap Sql CRMC_PROC_TYPE	CL_CRMS4_CO_SRV_CUST_READ=====CP	CL_CRMS4_CO_SRV_CUST_READ=====CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	/SCDL/CL_ADAPTER_ADDRESS======CP	/SCDL/CL_ADAPTER_ADDRESS======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPMM07M	SAPMM07M
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/IBPP/CL_R3_CUST_DAO==========CP	/IBPP/CL_R3_CUST_DAO==========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLLCMB	SAPLLCMB
	  1	              2	            2	    <0.01	  <0.01	Fetch TKASC_RT	SAPLK_RTOHC_DOC	SAPLK_RTOHC_DOC
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SCWM/SAPLMATERIAL_READ	/SCWM/SAPLMATERIAL_READ
	  2	              2	            2	    <0.01	  <0.01	Import From Memory ALV_EXTRACT_MODE	CL_GUI_ALV_GRID===============CP	CL_GUI_ALV_GRID===============CP
	  1	              4	            2	    <0.01	  <0.01	Fetch T8G29	SAPLGLT2	SAPLGLT2
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	CL_NSDM_MMIM_READ_STOCK=======CP	CL_NSDM_MMIM_READ_STOCK=======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_I18N_BIDI==================CP	CL_I18N_BIDI==================CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_MCS_SERVICES===============CP	CL_MCS_SERVICES===============CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_NSDM_MMIM_READ_STOCK=======CP	CL_NSDM_MMIM_READ_STOCK=======CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	RMCS1000	RMCS1000
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	CL_OBJECT_POOL================CP	CL_OBJECT_POOL================CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/MFND/CL_CORE_OMDO_UTIL=======CP	/MFND/CL_CORE_OMDO_UTIL=======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABLP GET	/SCWM/CL_PACK=================CP	/SCWM/CL_PACK=================CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_TRR_CUST_VIEW_BUFFER==CP	CL_FINS_TRR_CUST_VIEW_BUFFER==CP
	  2	             11	            2	    <0.01	  <0.01	Select Single T003	SAPMM07M	SAPMM07M
	  1	              9	            2	    <0.01	  <0.01	Select Single SWP_ADMIN	SAPLSWPB	SAPLSWPB
	  1	              9	            2	    <0.01	  <0.01	Open Cursor FAGL_SPLIT_FLD_S	CL_FAGL_SPLIT_SERVICES========CP	CL_FAGL_SPLIT_SERVICES========CP
	  1	              9	            2	    <0.01	  <0.01	Select Single T005	SAPLKAIS	SAPLKAIS
	  2	              5	            2	    <0.01	  <0.01	Close Cursor FINSC_LD_CMP	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	              2	            2	    <0.01	  <0.01	Open Cursor I_PRODUCT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPMM07M	SAPMM07M
	  1	              2	            2	    <0.01	  <0.01	Open Cursor ARBCIG_TVARV	CL_ARBCIG_ADAPTER_FRAMEWORK===CP	CL_ARBCIG_ADAPTER_FRAMEWORK===CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLMD06	SAPLMD06
	  7	             10	            2	    <0.01	  <0.01	Select Single TADIR	CL_PAK_PACKAGE_QUERIES========CP	CL_PAK_PACKAGE_QUERIES========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/SCDL/CL_BO_MANAGEMENT========CP	/SCDL/CL_BO_MANAGEMENT========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/SCWM/CL_QCUST_SEL============CP	/SCWM/CL_QCUST_SEL============CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	/SCWM/CL_QCUST_SEL============CP	/SCWM/CL_QCUST_SEL============CP
	 16	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE	SAPFM07M	SAPFM07M
	  1	             10	            2	    <0.01	  <0.01	Select Single T001K	SAPLWWB1	SAPLWWB1
	  5	              5	            2	    <0.01	  <0.01	Fetch CFIN_CPCTL	CL_FIN_CFIN_CPAY_ACTVTN_DAO===CP	CL_FIN_CFIN_CPAY_ACTVTN_DAO===CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	             10	            2	    <0.01	  <0.01	Select Single T001L	SAPLV51S	SAPLV51S
	  1	             10	            2	    <0.01	  <0.01	Select Single T156	SAPFM07M	SAPFM07M
	  1	             10	            2	    <0.01	  <0.01	Abap Sql SKB1	CL_REDB_SKB1==================CP	CL_REDB_SKB1==================CP
	  1	             10	            2	    <0.01	  <0.01	Select Single T001W	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLCLOB	SAPLCLOB
	  2	             10	            2	    <0.01	  <0.01	Select Single T158	SAPMM07M	SAPMM07M
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_WB2_MB_REBATE_SETTLEMENT===CP	CL_WB2_MB_REBATE_SETTLEMENT===CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_VERSN_CONF_SYNC=======CP	CL_FINS_VERSN_CONF_SYNC=======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_PRED_DB_ACCESS========CP	CL_FINS_PRED_DB_ACCESS========CP
	  1	             10	            2	    <0.01	  <0.01	Select Single TTZCU	/SYCLO/CL_CORE_WD_TOOLS=======CP	/SYCLO/CL_CORE_WD_TOOLS=======CP
	  1	             10	            2	    <0.01	  <0.01	Select Single /SCWM/TPMTYP	/SCWM/CL_HUID_SERVICE=========CP	/SCWM/CL_HUID_SERVICE=========CP
	  1	             10	            2	    <0.01	  <0.01	Select Single T000	SAPLBDLS2	SAPLBDLS2
	  1	             10	            2	    <0.01	  <0.01	Select Single TCUCH	SAPLV01D	SAPLV01D
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_CRMS4_CO_SRV_CUST_READ=====CP	CL_CRMS4_CO_SRV_CUST_READ=====CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CHECK_UTIL=======CP	CL_FINS_CUST_CHECK_UTIL=======CP
	  1	              9	            2	    <0.01	  <0.01	Abap Sql /SYCLO/YEFI01	/SMFND/CL_CORE_EXOBJ_TOOLS====CP	/SMFND/CL_CORE_EXOBJ_TOOLS====CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_CUST_CHECK_UTIL=======CP	CL_FINS_CUST_CHECK_UTIL=======CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	              9	            2	    <0.01	  <0.01	Abap Sql /SYCLO/CA000R	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	CL_FCO_COPA_ATTRIBUTION=======CP	CL_FCO_COPA_ATTRIBUTION=======CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              9	            2	    <0.01	  <0.01	Open Cursor /SYCLO/YCA000F	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  2	              9	            2	    <0.01	  <0.01	Open Cursor T882G	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              2	            2	    <0.01	  <0.01	Open Cursor EVTB_PRODUCER	CL_RAP_EVENT_BINDING==========CP	CL_RAP_EVENT_BINDING==========CP
	  1	              9	            2	    <0.01	  <0.01	Select Single T001W	SAPLCKM4	SAPLCKM4
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	SAPLKEA5	SAPLKEA5
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	CL_FCO_COPA_SERVICES==========CP	CL_FCO_COPA_SERVICES==========CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              9	            2	    <0.01	  <0.01	Select Single V_TKEB	SAPLKEA3	SAPLKEA3
	  1	              2	            2	    <0.01	  <0.01	Open Cursor FLOG_SUPLRITEM	CL_IM_FLOG_SRV_GR_BADI========CP	CL_IM_FLOG_SRV_GR_BADI========CP
	 13	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH	SAPLSFES	SAPLSFES
